userName,score,at,content,Gameplay,Visual,Performance,Feature
Andi Ahmad,3,2023-04-27 17:34:24,"Masih ada bug,yang sering saya jumpai adalah bug tidak bisa disentuh/no respon lalu saya restart game baru bisa di sentuh.Andaikan nih game seperti genshin impact bisa lompat,manjat dinding,dan tidak dibatasi tempatnya.Mungkin nih game akan ramai dan asik,semoga di dengarkan oleh developer :).",-1,-1,-1,-1
Muhammad Fajjar Mulyadi,5,2023-06-07 6:43:12,Game nya seru banget cocok buat gw yang punya keseharian jaga toko dirumah jadi bisa jaga sekaligus main yang paling gw suka sih auto nya ya jadi enak aja bisa ditinggal,1,-1,-1,-1
Abid Ariqah,3,2023-07-03 3:38:17,Kenapa pas adegan animasi selalu patah-patah dan kadang suaranya keras kadang suaranya kecil. Tolong di perbaiki,-1,-1,-1,-1
Ezen BJM,4,2023-05-06 10:26:37,keselurahan nya bagus ada tutor nya juga kalo masih belum ngerti cara main nya ditambah ada puzzle di beberapa arc. cuma ada masalah di bagian PING/sinyal selalu kuning atau merah jadi mohon diperbaiki bagian ini,1,-1,-1,-1
Faadhil Syandhana,5,2023-05-09 3:18:58,"Game ini sangat perfect untuk dari segi Animasi, mimik muka, effect, grafik, serta kualitas bayangan/cahaya nya. Bahkan game ini bisa dibilang lebih bagus dari pendahuluny🔥🔥. BRAVO buat mihoyo/hoyoverse untk keseluruhannya 10/10!!",1,1,1,1
Batiest craft,3,2023-06-07 3:28:16,Kok abis saya pra download 1.1 masa harus download lagi ini gimana si abis saya unduh pra download nya muncul lagi mengunduh di home screen nya jadi data yg saya unduh juga 2 kali lipat ini gimana maksud nya developer,-1,-1,-1,-1
StreetFor Everyone,3,2023-06-13 4:21:52,"Gamenya bagus cuma saya merasa perlu optimisasi lagi hp saya terlalu panas untuk settingan sedang, dimana saya biasa main genshin impact dengan rata kanan dengan suhu yang tidak sepanas ini",-1,-1,-1,-1
17 Mayastama Satria Pradana,5,2023-05-01 13:15:34,"Siapa yang disini gacha seele dapet om welt yang? 🥹🥹 Intinnya game ini semuanya bagus, dari grafiknya di administrasi distrik belobog itu benar2 luar biasa, alur nya seru gk monoton ada ngelawak nya juga, karakternya jg ekspresif banget, sistem nya jg mudah diaphami, intinya perfect gw kasih bintang lima",1,1,1,1
Agung Ramadhan,5,2023-07-19 3:17:55,Ini buat yg ram 4 mungkin cihpset hp nya yg kurang bagus ini aja aku hp ram 4 bisa kok divace ku radmi 8 Snapdragon 439 masih bisa main dan masih aman sampai skrg,-1,-1,1,-1
Rizky,2,2023-04-26 18:04:17,"gabisa di setting grafik nya kalo di setting nanti bakal jadi putih semua kecuali karakter sama efek"" skil aja mohon di perbaiki lagi ya ✌ literly game nya bagus kendala di settingan grafik sama efek basic attack nya tolong di tambah 3/2 lagi kalo satu gaya aja jadi kek kaku gitu 🙏",-1,-1,-1,-1
Think Panda,5,2023-07-17 17:45:46,"Gameplay bagus, grafik cakep, Karakter yang memorable. Game performa baik di HP spek mid-range",1,1,1,-1
Faris RD,5,2023-04-30 12:43:16,"Overall gamenya bagus 👍, mulai dari kontrol, desain karakter, world building nya juga bagus. Kelebihan game ini dari game sebelah (genshin) menurut gw adalah dialog dari MC yg lebih banyak dan lebih interaktif. Kalau di genshin kan MC nya kyk gk pernah ngomong (jarang bgt), makanya pas gw pertama kali main HSR berasa lebih enak aja jalanin story questnya. Untuk kekurangannya mungkin di gachanya (sebenernya ini bukan kekurangan sih) tapi tolong buat hoyoverse buat naikin kehokian gw plis😁",1,1,1,-1
Muhammad Zaki,3,2023-06-15 14:31:30,Untuk masalah gameplay bagus dan cerita dalam game juga bagus cuma pas main lagi game ini setelah update kok banyak bug nya ya,1,-1,-1,-1
Pieter Farhan,5,2023-05-29 14:39:09,"Overall bagus banget, storynya mudah dicerna dan pastinya layak diikutin, gameplay turnbase nya ga monoton dan seru karna animasi sama grafiknya enak untuk dilihat, karakter2nya juga punya design yg cakep serta kepribadian yg menarik, dan yg paling penting gachanya sangad ramah dan f2p, untuk awal2 main itu bisa dapet sampe 100× gacha dengan mudah. Setahun nunggu ni game rilis dari cuma bisa lihat vid promosi sampe akhirnya rilis dan bisa nyobain lgsng, ga kerasa dah lvl53 aja dlm sebulan",1,1,-1,1
Rizki Dwi Bakti,5,2023-06-02 14:36:00,Awalnya sih kurang suka sama ini game... Soalnya baru tau ada game cara mainnya kek ginian dan apalagi dengan di bandingin sama gameplay game yang hitz sekarang... Lalu setelah melihat isi beranda tiktok yang bahas game kek ginian dari build karakter sampai sistem gacha yang terbilang playable karakter sampai ulti yang bervariasi membuat semakin semangat memainkan game ini pokoknya the best lah hoyovers dah menghadirkan game yang out of the box dengan kemasan yang lebih modern dan variatif.. 👍,1,1,-1,1
RanPuteraS,4,2023-06-06 16:57:59,"Bagus sih, tapi animasi cutscenes dari awal lawan robot raksasa sampai meninggalkan Belobog ngelag parah, dan ngelag nya itu dibagian video sama audio nya juga, jadi gk nyaman untuk dilihat ataupun didengerin. Tapi cutscene setelahnya itu untungnya aja cukup normal, mohon berikutnya jangan ada bug seperti itu lagi, jadinya menghancurkan feel ceritanya",-1,-1,-1,-1
ARSENOKUN,1,2023-06-28 23:09:34,Game nya bagus banget tapi kenapa ya aku gak bisa download data dalam? Setiap aku donwload data dalam pasti ke reset jadi kasih bintang 1 dulu,-1,-1,-1,-1
15 - I Kadek Yudistira Arta Wiguna - XI IPS 2,4,2023-07-08 4:08:34,Udah bagus sih game nya cuma boros banget ya kuota nya udh habis 10 gb main beberapa hari doang (belum termasuk download data dan semacamnya),-1,-1,-1,-1
ahmad fauzan,1,2023-06-23 17:08:49,Apa yang terjadi ? Kenapa begitu sulit untuk masuk kedalam game ? Berkat update baru-baru ini saya sulit untuk masuk ke dalam game dan membutuhkan waktu yang sangat lama memeriksa update,-1,-1,-1,-1
Fariq Azzam,1,2023-06-08 2:29:05,Ayolah fix bug loading screen nya sebelum update biasa biasa aja tapi setelah update login error Mulu sample nunggu 30+ menitan masih loading error terus,-1,-1,-1,-1
Dhamar Gerananda,4,2023-05-16 22:26:21,"Game emang bagus story' juga bagus grafik bagus karakter yang bisa di bilang imut/keren/angun,(dll)cuman jeleknya nih game ngak ada co op nya bahkan tidak bisa mengobrol dengan teman, padahal gw udah menduga tinggi bakal explore bareng temen atau maen event coop juga.",1,1,-1,-1
Iwanli Ch,1,2023-06-13 1:53:41,"Game gak adil udah pity 79 aja dapat welt kalah rate off, orang lain gacha silver wolf bisa sampai 4 silver wolf. Tolong Di perbaiki RNG nya jangan sampai orang lain dapat sampai 4 karakter limited dalam 10 pull Gak adil buat yg top up!",-1,-1,-1,-1
Adha 12,5,2023-05-26 0:00:06,"Game nya bagus, grafiknya sama gameplay nya juga tapi saya menemukan warna kereta sama warna dunia nya(kecuali warna karakter) berwarna putih bahkan tidak bisa kembali seperti semula, tolong diperbaiki dong🙏",1,-1,-1,-1
9G.7. Farel Prakoso,5,2023-04-28 11:23:28,"Dari segi gameplay sangat lah unik dan membuat saya beradaptasi dengan gameplay baru...Pertama kali saya merasakannya. Walaupun ada yang beberapa mirip dengan game lain, namun permainan ini sangat menarik. Saya harap game ini semakin berkembang dan memperbaiki bug + lag + crash dan sebagainya...semangat 👌",1,-1,-1,-1
Dzaki Abdullah Fawwaaz,5,2023-05-16 2:21:54,"Game nya seru banget, bisa explore sana sinii, farm item item nya juga lumayan gampang mungkin karena awal awal gatau kedepannya, semoga game nya makin maju dan makin baguss lagi, untuk story nya sudah bagus bangett dan desain karakter nya lucu dan keren, gacha nya agak ngeselin sih. Overall saya kasi rate 10/10",1,1,-1,-1
Revania Maharani,5,2023-06-10 1:41:44,"Grafiknya cantik, karakternya juga cakep, alur cerita sangat seru, Game turn base itu ga bosenin sih ya menurut pendapat pribadi",1,1,-1,-1
Devin Ibrahim,2,2023-07-19 6:29:31,"Setelah kemarin pra unduh data sekitar 7gb, pas mau login hari ini tiba2 disuruh update lgi 7gb, ini bug atau gmn?",-1,-1,-1,-1
•Catty Rchan-!,2,2023-06-28 7:33:04,"Awal' ga seberat ini deh, V 1.1 kek berat bgt. Habis login g ada semenit baru main langsung force close.",-1,-1,-1,-1
Andy Reza,5,2023-04-27 14:15:21,"Gatau lagi saka player Indo,rata2 komen ngawur,kasih rating B1,B2 kasian Honkai-nya. Emang kalau IQ dibawah rata2 agak susah emang asli, apalagi komen yg nggak sesuai data kasih B1,pengen banget bales komen dia. Review Game : 1. Sinyal, Overall tidak ada masalah baik menggunakan WiFi ataupun Data seluler 2. Gameplay, Berbasis Turn Action tapi tetep ada Adventure-nya. Bisa bersaing sama seri Honkai Impact/Genshin Impact 3. Grafik, Lebih ringan dari pada Genshin Impact, karena map-nya dipisah2.",1,-1,1,-1
Sylvania 88,5,2023-06-06 22:21:01,Game turn base masa kini dengan grafik dan story yg sangat berkualitas dan ramah juga buat f2p rekomend banget dah buat ngilangin rasa gabut,1,1,-1,-1
mandakafkabiyyu,3,2023-05-26 13:26:09,"Game ini sedang mengalami beberapa update berat belakangan ini :/ saat aku mencoba memainkan game ini di laptopku, game ini semakin memakan GPU setiap update nya, tolong perbaiki masalah masalah rendering ini, game ini telah memakan terlalu banyak memory setiap updatenya hanya untuk sekedar menambahkan detail detail kecil yang kurang penting",-1,-1,-1,-1
Ilham Kusuma Aryanda,1,2023-07-19 6:12:03,"Sudah melakukan pra unduh tetapi ketika update di Plays Store dan masuk game malah disuruh unduh 7GB lagi , sistem yang sampah",-1,-1,-1,-1
Fauzan Firdaus X.E-7,3,2023-06-07 23:52:05,"Kok sesudah update ga bisa login ke gamenya?, stuck mulu di keretanya + ga ada gerbong , mohon di perbaiki min.",-1,-1,-1,-1
Radisya Talitha,5,2023-04-26 15:41:42,"Overall game nya bagus, menarik. Hanya saja kekurangannya kenapa sering terjadi lag yaa. Padahal jaringan bagus dan sesuai spesifikasi. Tapi wajar karena ini game baru rilis. Sukses selalu!! Semoga tambah banyak peminatnya",1,-1,-1,-1
9B Muhammad Naufal,5,2023-04-29 16:07:26,"Gamenya bagus saya puas telah memainkannya, tapi ada satu yang membuat saya kurang yaitu fitur teman yang agak kurang bekerja karna hanya berguna untuk meminjam karakternya sedangkan banyak player asing yang dapat kita pinjam karakternya, tolong untuk hoyovers berikan lebih banyak fitur untuk teman seperti obrolan atau Co-op.",-1,-1,-1,-1
Arixu .u,5,2023-04-30 11:58:40,"Jujur aku nggak expect lebih pas awal², tapi pas selama main kok makin kesini jadi adiktif banget. Saking serunya sampe lupa kalo harus daily di genshin. Dari segi grafik, story, sama karakternya juga nggak kaku jadi nggak ngebosenin. (Btw, banner 5 star danheng when ?)",1,1,1,-1
Zaibi Rahmatillah,1,2023-06-09 12:53:35,Kok ini saya gk bisa masuk ya? Ada tulisan error mulu jadi gk bisa masuk mohon di perbaiki hoyoverse. Kalo udah saya naikin rate nya,-1,-1,-1,-1
Ayaa,4,2023-05-06 14:28:51,"fiturnya mirip mirip lah ya sama genshin impact jadi gak pusing pusing banget, grafik oke, cerita oke, tapi pls questnya banyakin dong, agak susah klo mau naik lv cuman ngandelin resin wkwk. terus ini aku gatau hpnya yg bermasalah atau apa, cuman kalo ada cutscene suka patah patah, mau video atau suaranya wkwk jadi kurang nyaman. selebihnya okeee, banyak komedinya wkwkw",1,1,-1,-1
Lim Johanes,5,2023-04-27 11:55:27,"Love this game, Turn-Based RPG with Modern Style. Dan untuk kawan² yang merasa log out terus, kemungkinan spesifikasi HP nya kurang cocok, saya tidak bilang rendah ya, hanya kurang cocok saja.",1,-1,-1,-1
Keiko Zenin,4,2023-05-03 7:45:22,Sebenarnya dari gameplay nya udah seru tapi namanya juga baru di rilis nya kan masih banyak kekurangan nya seperti banyak crash nya padahal saya bermain genshin walaupun gb saya kecil masih lancar² aja tu untuk control nya juga masih kurang bebas tolong ya segera di update tan selanjutnya crash nya di kurangin sama game nya di bagusin lagi biar tambah mantap 👍,1,-1,-1,-1
Shiro Neko,1,2023-07-19 1:31:57,Udah pra unduh data memarin kok pas apk nya di update malah disuruh download ulang data lagi seharusnya gak usah download ulang data lagi buang buang paket data cok,-1,-1,-1,-1
Julius Favino,3,2023-05-01 11:26:11,Saya kasih bintang 3 dulu. Gameplaynya bagus storynya juga. cuman pas login itu selalu eror padahal Wi Fi saya dah cepet banget. Tolong di fix segera. Juga saya menginginkan bisa co op karena tidak seru bermain game turn base bagus sendirian,1,-1,-1,-1
Ryuzen,4,2023-05-07 17:11:54,"Gamenya sangat keren dan seru. Sayangnya masih belum mendukung untuk HP pas-pasan kebawah seperti HPku. Genshin yang ukurannya puluhan Giga dan tipe game open world aja udah mendukung untuk HPku, tapi game Turn based seperti ini tidak mendukung. Aku mengerti kalau ini masih game baru dan masih butuh pengembangan. Tapi kalau bisa pengembangan dan pengoptimalan masalah lag nya bisa dilakukan secepatnya karena game ini sangat seru",1,-1,-1,-1
yongky nime,5,2023-04-27 11:37:25,"game nya nya bagus,cuma ada beberapa bug,desain karakter bagus,desain kota nya masih polos/rata tapi bentuk ada. hanya beberapa perbaikan mungkin jadi lebih sempurna lagi☺️👍",1,-1,-1,-1
Muhammad Andriansyah,1,2023-06-09 12:39:17,Udah 84.0% dan nunguin lama eh tiba tiba dapat pesan eror jadi ngak bisa ngelanjutin udah 3 hari tetap ngak bisa mau hapus tapi sia sia nunguin lama mau lanjut tapi ngak bisa tolong dong bugnya segera diatasin,-1,-1,-1,-1
Anggi Putri,2,2023-07-11 11:31:09,Pas aku masuk ke game ya keluar sendiri sama pas loading juga tolong di perbaiki lagi tapi game ya bagus kok cuma kesalahan yang tadi : ),-1,-1,-1,-1
User Blue-Eyes,5,2023-05-12 17:05:06,"Untuk fitur yang ada saat battle masih bisa ditambah, tersedia 4 aksi, basic, skill, ultimate dan terkadang ada skill bantuan khusus dari stage. Kemudian player tidak dapat makan untuk mengisi kembali HP yang terkuras di tengah battle dan hanya dapat mengisi HP dengan makanan saat diluar pertarungan, bukankah itu menjadi tidak berguna? Karena saat diluar pertarungan player tinggal pergi ke Teleport point untuk mengisi HP nya, Dan tolong tambah fitur untuk dapat chat dengan teman. Love you MiHoyo",-1,-1,-1,-1
Bronya Zaychik,2,2023-06-13 5:27:29,"Gema nya bagus sama alur cerita nya juga tapi kok pas saya naikin grafik nya dikit semua nya malah jadi putih ya,tolong perbaiki segera",1,-1,-1,-1
Winschneider,4,2023-05-02 13:13:34,Udah bagus. Tapi pas mau login sering terjadi login eror. Harus masuk 2-3 kali dulu baru bisa login ke game. Sama ku saranin teks font nya dibesarin dikit ya.. karena menurutku itu terlalu kecil dan bikin sakit mata.,-1,-1,-1,-1
Mila Wati,1,2023-06-14 1:21:11,Setelah update game ny ga bisa di akses dia selalu ke relog dan gabisa login padahal jaringan ny kenceng dn memo ny masih banyak tolong developer ini bug ny di perbaiki,-1,-1,-1,-1
Ariiq Rahayu,2,2023-07-19 11:20:29,"Gilak nih game, setelah update hp saya realme 6pro ram 8/128 dengan chipset Snapdragon 720G udah nggak kuat sampai sampai di tendang berulang kali pada saat mau login😀 Ngent*d",-1,-1,-1,-1
Ireena Litz de Olhyde,3,2023-04-30 14:59:12,"Grafik bagus, desain karakter bagus, map luas, monster nya juga unik.. tapi usahain min klo pas main tuh fps nya di stabilin.. masa dapet 58-60fps pas buka setting doank, itu aja ei min usahain ya minn makasih..",1,1,-1,-1
Fandi Levy,5,2023-05-04 14:46:10,"Dari gameplay sama grafik udh ok. Minus sinyal msh jelek sama tolong adain fitur guild, chat dan world boss atau semacam nya biar sensasi multiplayer nya kerasa, skrng kan cmn sebatas bisa add friend doang😅",1,1,-1,-1
編集Yuxky,5,2023-04-27 8:07:37,"Mohon untuk hoyoverse segera di perbaiki bug"" nya masih banyak bug di game nya, seperti gacha tiba"" frame drop parah banget sampe FC si layar keluar warna ijo"" kadang juga lancar gachanya, padahal gameplay nya enak banget lancar jaya gada kendala buat gameplay, cuman pas gacha, buka character itu yg bikin frame drop parah sampe keluar apk, mohon untuk segera di optimalkan lagi.",-1,-1,-1,-1
Marcello Sugianto,5,2023-05-01 3:15:41,"Dari segi tampilan grafis, map, karakter dan cerita bagus. Pada saat loading berjalan lebih lama dibandingkan dengan GI (Genshin Impact) dan jika bisa masuk terdapat kata ""Login eror, silakan coba lagi nanti. Kode eror: 1901_0"" udah nunggu lama tapi di minta coba lagi ya capek🗿",1,1,-1,-1
Olivia Brilliana,4,2023-05-02 5:02:10,"Buat keseluruhan dari story dan gameplay nya udah lumayan bangett sihh, tapi ya dari kemarin tiap mau login selalu eror terus, udah di coba berkali-kali tapi tetep nggak bisa login, so mohon segera di perbaiki...",1,-1,-1,-1
雲Cloud,2,2023-06-09 1:59:09,"Setelah update malah tidak bisa login, tertulis gagal mengunduh hotfix. Tolong cara perbaikinya gimana?",-1,-1,-1,-1
Rafi Ramdhana,1,2023-06-10 7:22:55,"Bleesing SU ngacak parah meskipun di awal udh nentuin yang peluang lebih sering muncul yang mana, material ngasihnya sedikit banget keterlaluan",-1,-1,-1,-1
Merlin Cristina,1,2023-06-14 7:06:58,"game-nya bagus, tapi setelah update sangat sulit untuk log in karena selalu forced close. padahal sebelumnya tidak pernah begini.",-1,-1,-1,-1
Viperr Reallッ,5,2023-04-29 2:17:26,"Halo dev yang baik, saya mau ngasih ulasan saya. Secara keseluruhan game nya bagus gk ada bug yg pernah saya temuin selama saya bermain game nya, dari segi char, efek skill, animasi bagus banget apalagi voice nya wahh banget, tapi yg menjadi keluhannya saya, setiap kali login harus selalu update data mulu jadi agak males nunggu, tapi gk masalah karena mungkin masih ada data yg belum sepenuhnya ke download. Semangat ya buat kembangin game ini untuk lebih baik kedepannya 😁",1,1,-1,-1
VOIDXZ87,5,2023-06-29 14:48:22,Keren sih...tapi game ini sering ngeframe kalo musuh nya beranimasi+pas login nya tolong di perbaiki segera🙏🏻,-1,-1,-1,-1
Firman Wahyudi,5,2023-07-15 14:11:59,"Keren gamenya untuk pemain f2p, story dan character nya juga bagus. Menunggu update arc selanjutnya...",1,-1,-1,-1
Putraa A,1,2023-07-17 5:24:52,"dear developer , saya cuman mau ngomong tolong hp ram 4/64 masih bisa maen saat udah update nanti dan gak patah"" , tolong pikirin nasib yang pake hp kentang:)",-1,-1,-1,-1
Muhammad Bimo Rizki Adhyaksa,5,2023-05-01 13:04:56,"Overall gamenya bagus. Dari cerita yang disuguhkan, dunianya yang indah, desain-desain karakternya menarik dan bagus. Cuman masih ada beberapa bug yang kedepannya mungkin bisa diselesaikan.",1,1,-1,-1
Akhmad Zaka,4,2023-07-14 12:59:02,Min tolong loading screennya di optimalkan lagi... Sama cuscene nya tolong di optimalkan agar suaranya tidak patah patah,-1,-1,-1,-1
Var Sal,5,2023-05-01 0:33:19,"Ini game salah satu yang aku tunggu rilisnya, aku pernah main Honkai Impact 3, tapi sekarang lebih suka Genshin, dan game ini aku berharap bisa aku mainkan seperti Genshin, dari grafis dll bagus ya. Tapi 1 yang tidak aku suka, tipe permainannya Role-play... Aku tidak nyaman dengan permainan semacam itu, kurang greget, kurang seru. Jadi maaf aku harus undur diri dari game ini. Mungkin kalau kedepannya di buat action-adventure seperti Genshin, aku akan main.. Terimakasih, Semangat!!! Sukses selalu",-1,1,-1,-1
Manggala Surya,3,2023-05-09 22:44:27,"Saya sudah coba login selama 3 hari kok selalu ada tulisan login erro. Silakan coba lagi nanti, itu kenapa nya? Padahal jaringan saya bagus² aja main mobile legend bisa codm bisa tolong di perbaiki nya developer. Terima kasih.",-1,-1,-1,-1
honey christine,4,2023-05-25 7:54:18,"Semua sudah bagus tapi sebagai penggunaan mobile, tolong bug nya di perbaiki, karna kadang bewarna kadang wajah karakter jadi faceless/hitam/transparan,tulisan di dialog karakter hilang",-1,-1,-1,-1
Raffi MA,5,2023-07-03 4:29:24,"Game kesayangan hoyoverse nih😁. Ada event reward ga pelit, cerita menarik, kualitas visualnya juga okelah",-1,1,-1,-1
Rivaldika,4,2023-04-28 3:55:59,Rata Rata seru tapi kekurangan nya lumayan banyak seperti: 1. sering framedrop mau low atau high padahal main genshin aman 2. Lari atau movement nya gak bisa Nge Dash kayak genshin sama tombol agak gak enak / berat gak kayak genshin Overall bagus sih game nya,-1,-1,-1,-1
Hikmal Fauzan,2,2023-05-02 11:04:26,"Tolong kepada pihak mihoyo, kenapa saya setiap login memakai wifi selalu error? Padahal sinyalnya bagus. Untuk gameplay, dll itu sudah bagus tetapi untuk login yg sering error itu mengganggu sekali sehingga saya tidak bisa memainkan gamenya",-1,-1,-1,-1
Bagus Kurniawan,4,2023-06-08 8:37:17,Kenapa setelah update saya tidak bisa log in Dan kalu mau login dan setelah di dalam game map nya hilang tidak terlihat,-1,-1,-1,-1
Fawwaz Akbar A.,3,2023-06-09 15:44:54,"ada bug di latar belakang yang hilang, bangunan hilang, membuat jd ga mood buat main, minta tolong di perbaiki ya mihoyo",-1,-1,-1,-1
Park Morgan,4,2023-06-25 9:12:35,"gabisa masuk, error kode 1001_1 padahal beberapa minggu yang lalu biasa aja, skrng malah error??",-1,-1,-1,-1
Irfandi Eka Febianto,4,2023-04-26 11:30:43,"Stabilitas didalam game agak kurang jika dibandingkan dengan beberapa game saudara anda yakni honkai impact 3 dan genshin impact. FPS akan turun apabila ada lumayan banyak objek disekitar main karakter. Untuk penggunaan android punya saya (Foco F4 GT). Game ini sangat boros baterai dan juga cepat panas dibanding kan genshin impact. Hal ini sangat mengganggu saya dalam memainkan game ini, mohon developer untuk menstabilkan game ini di update kedepannya.",-1,-1,-1,-1
shaltier blod fallen,5,2023-04-24 13:54:55,"Buat yang gak bisa masuk, emang belum bisa soalnya ini kita pra download kaya genshin, nanti tanggal 26 baru bisa masuk, kasihan lo kalau di kasih bintang kecil, buat yang stuck atau mengalami kendala di awal game, coba lah periksa di website resminya, apakah device kita mumpuni atau tidak, soalnya setauku kalau mau lancar, minimal SD 800 keatas atau setara dengan chip ini, sekali lagi tolong di cari dulu masalahnya, jangan kasih bintang kecil dulu, trimaksih",-1,-1,1,-1
Kevin Sbg,4,2023-06-27 7:01:05,Gamenya bagus tapi ada satu masalah yaitu loginnya pas login ada masalah yaitu masalah jaringan jadi tolong hoyovers perbaikan gamenya,-1,-1,-1,-1
Muhammad Fajrul Maulana,5,2023-05-13 11:27:43,"Untuk overall udah bagus, grafik gameplay udh bagus menurut gua, tpi skrg ngestuck gatau mau ngapain karena storynya dah habis belum di update lagi, tolong secepatnya ditambahkan storynya",1,1,1,-1
putra zebada,3,2023-06-09 13:41:51,Saya memberikan rating gamr ini tiga bintang karena saya blm bisa masuk game ini dan setiap kali ingin memasukan email dan sandi pasti selalu tdk bsa,-1,-1,-1,-1
Radithya Wirasena,5,2023-05-01 1:43:08,"game nya bagus banget, gameplay simple, grafik mantap djiwa, paling bagus animasi waktu battle nya behh satisfying tapi bingung sama satu hal, gk ada fitur chat in game di fitur pertemanan nya cuman bisa blokir sama laporkan, jadi susah buat lebih kenal atau berkomunikasi sama temen jadi saya harap kedepan nya mohon diadakan fitur chat ingame dengan teman dan kalau bisa kitanya masuk ke world teman ntah itu buat ngobrol atau battle bareng",1,1,-1,-1
Alteir Vae,5,2023-06-30 15:41:35,"Suka banget sama game nya, awalnya cuma pengen nyoba-nyoba malah ketagihan sampe 3 bulan 🤣 kayaknya bakal terus sampe lama.",1,1,1,1
Gupita Sahastra Dandung Nandaru,3,2023-07-19 2:28:30,"Gila farmingnya susah banget, chance dapet relic bagus sangat diluar akal sehat, dan lagi resource yg di butuhkan sangat banyak",-1,-1,-1,-1
mikazuki san,3,2023-07-18 23:46:10,"Udh pra-download 6,9gb tapi masih dsuruh download 7,1gb setelah update ini big atau gimana ya tolong diperbaiki",-1,-1,-1,-1
Rizky Bagus Sunarto,5,2023-07-19 3:39:02,"Mohon untuk game game hoyoverse terutama hsr dan genshin pre download di ganti hari Sabtu/ Minggu agar kuota Weekend bisa digunakan lebih berguna :) karna di hari Senin / Selasa itu nanggung jaraknya.oya 1 lagi dan ini masalah serius, pre download kalo gk di download full apakah akan menghilang bila game udh full update? Karna saya merasa seperti hilang pre download sebelumnya.DAN ITU SANGAT MERUGIKAN",-1,-1,-1,-1
Yayang Cariya,1,2023-07-19 6:48:34,Apa gunanya pra unduh di dalam game . Di keesokan harinya harus update lagi dengan size praunduh . Itu belum termasuk update aplikasi di playstore loh .,-1,-1,-1,-1
Ibnu Ali,1,2023-07-19 1:01:34,"Saya sudah download pra unduh sebelum update 7gb, tapi kenapa waktu sudah update mengundung data 7gb lagi",-1,1,-1,1
Carissa Dwiyanti,5,2023-07-19 1:32:27,Ni game bagus batttt... Tp sayang kalo mau update data nunggu awal bulan bulan dulu😭😭😭,1,1,-1,1
Ahsan Khalim,5,2023-07-19 3:49:59,"Overall oke aja, cuma butuh lebih banyak konten di setiap updatenya",1,1,-1,1
Scaramouche SIMP,1,2023-07-19 8:21:32,"Bug loding woi, INI YG SLH GW APA BUKAN SI SINYAL BAGUS RAM KOSONG, MALAH LAG DI LOADING, BIKIN EMOSI, BENERIN LAH! Frame parah gw, aneh, cpt lah gw mau main aja susah bikin stres aja",-1,1,-1,1
Angga Setyawan,1,2023-07-19 12:49:01,"Ko makin lama sering update, klaw yg 100-200 mb gpp, sekarang update sampe 7 gb itu update apa instale game baru",1,1,1,-1
G-PACTOR,3,2023-07-19 1:18:40,"Tiap update versi selalu nambah 2gb, tolong tambahkan fitur hapus data story supaya user mobile gak tersiksa",1,1,1,-1
imam sibaweh,3,2023-05-03 10:11:47,Saya punya masalah kenapa saat saya ingin menaikan gerafik nya ke sedang atau tinggi kok game nya jadi putih semua ruangan nya saya jadi tidak bisa menikmati game nya masa saya harus rendah terus gerafik nya. kesel. genshin saja tidak seperti ini tolong perbaiki masalah saya. agar saya bisa menikmati game ini. Soalnya ram saya masih cukup 🙁🙁😭😭😭,1,-1,-1,-1
Daffa Cupank,5,2023-05-11 3:18:21,"Klo dari grafiknya sih emng bagus, tpi ad kekurangannya. Kekurangannya yaitu aplikasi saat di mainkan itu terasa berat, dan terasa panas ketika lgi melawan musuh",1,1,-1,-1
Dhani's Back,1,2023-04-26 6:31:39,"Apaan nih. Kok bisa error? Masuk storage zone, lgsg freeze, akhirnya restart ulang, pas buka, lgsg terkurung di map bagian kiri bawah dan gak bisa keluar. Ada perangkat kontrol, tp gak bisa dipake. Mau masuk kerjain Q, tp ada barier kuning, mau tele, tp akses blm terbuka. Apaan sih, capek2 kerjain hampir 1 jam, tp akhirnya terjebak, Anehhh",1,1,-1,-1
Adinda Hanna P.,4,2023-06-19 12:29:59,Gamenya bagus sih tapi bug nya parah banget jadi kalau main nggk nyaman. Tolong diperbaiki☺️,1,1,-1,1
Xll _6_Faqih Abqari Sutopo,4,2023-05-11 2:01:17,"Game turn base dengan animasi combatnya yg bagus, serta story yg tidak bertele tele, saran kepada dev supaya kedepannya banyak map area yg bisa dieksplor agar pengalaman eksplorasi lebih banyak , thx mihoyo",1,1,1,-1
Dilah Sawalna,2,2023-06-07 5:44:29,"Game nya asik, alurnya seru, cmn ko pas update jdi ngeblink2 gitu y, pdhl ram juga masih lumayan gede, mohon perbaikan nya",1,1,-1,1
M. Noval Rahman,5,2023-05-04 15:07:10,"Game nya bagus gua suka, cuman kekurangan nya tolong pihak hoyoverse buatin loginan melalui google di PC juga. Akun utama ku di android login pake google pas di PC ga bisa d pindahin, jadi harus buat akun baru karena tidak ada login menggunakan google. Mohon bantuan nya untuk jangka panjang. Terima kasih",1,1,1,-1
